,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Transaction_ID,Timestamp,Amount,Merchant,Card_Type,Device,Is_Fraud,Estado,Tipo_Comercio,Uso_Internacional,Historial_Usuario
2806,2025-01-03 09:32:00,378.57,Bennett-Brown,MasterCard,Mobile,0,Jalisco,Electrónica,0,46
2807,2025-02-01 23:22:00,141.6,Anthony PLC,Discover,Tablet,0,EdoMex,Retail,0,11
2808,2025-01-10 22:45:00,17.63,"Guzman, Allen and Jones",Discover,Desktop,0,Veracruz,Entretenimiento,0,44
2809,2025-01-10 16:45:00,64.8,"White, Harris and Esparza",Visa,Tablet,0,Sonora,Supermercado,0,16
2810,2025-02-01 15:25:00,126.7,Anderson-Watson,Discover,Mobile,0,Veracruz,Entretenimiento,0,45
2811,2025-01-19 01:39:00,28.41,"Gardner, Wang and Cook",Amex,Desktop,0,Coahuila,Electrónica,0,28
2812,2025-01-29 18:05:00,102.34,Freeman-Hayes,Discover,Tablet,0,Chihuahua,Restaurante,0,39
2813,2025-01-19 14:18:00,109.84,Smith-Wilkinson,Discover,Desktop,0,Veracruz,Turismo,0,18
2814,2025-01-17 22:50:00,17.76,"Martinez, Martin and Braun",Discover,Mobile,0,Nuevo León,Turismo,0,45
2815,2025-01-22 21:09:00,83.26,Lopez-Roberts,MasterCard,Tablet,0,Nuevo León,Restaurante,0,8
2816,2025-01-19 16:47:00,147.68,Richard-Abbott,MasterCard,Tablet,0,Tamaulipas,Supermercado,0,29
2817,2025-02-04 08:29:00,69.09,"Hood, Williams and Martinez",Visa,Desktop,0,Nuevo León,Electrónica,0,44
2818,2025-01-28 09:14:00,1.22,Castro Inc,Visa,Tablet,0,Chihuahua,Retail,0,49
2819,2025-01-22 07:45:00,0.91,Gill-Luna,Visa,Tablet,0,Puebla,Servicios,0,3
2820,2025-01-26 16:03:00,44.17,Campbell and Sons,Discover,Tablet,0,Nuevo León,Electrónica,0,35
2821,2025-01-25 03:53:00,260.63,Klein-Thompson,MasterCard,Tablet,0,Tamaulipas,Restaurante,0,22
2822,2025-01-18 17:54:00,25.96,"Hunt, Phillips and Wyatt",Amex,Mobile,0,Jalisco,Supermercado,0,42
2823,2025-02-03 15:25:00,100.61,Carroll Group,Discover,Tablet,1,Nuevo León,Entretenimiento,0,6
2824,2025-01-25 00:41:00,25.11,James-Thomas,Discover,Desktop,0,CDMX,Servicios,0,14
2825,2025-01-03 08:48:00,38.81,Mora-Benson,Discover,Mobile,0,Michoacán,Retail,0,30
2826,2025-01-21 23:51:00,188.42,Ballard-Miller,Amex,Desktop,0,Veracruz,Electrónica,0,44
2827,2025-01-31 15:22:00,130.51,Hawkins-Powell,Visa,Desktop,0,Chihuahua,Retail,0,31
2828,2025-01-22 10:57:00,10.03,Martin-Santiago,Amex,Desktop,0,EdoMex,Entretenimiento,0,11
2829,2025-01-08 20:46:00,55.98,"Wilson, Duran and Christian",Visa,Mobile,0,Tamaulipas,Supermercado,0,36
2830,2025-01-07 01:53:00,2.96,Howard Ltd,Amex,Mobile,0,Puebla,Retail,0,16
2831,2025-01-02 20:38:00,65.56,"Miller, Torres and Santos",MasterCard,Mobile,0,EdoMex,Entretenimiento,0,21
2832,2025-01-15 04:53:00,108.6,"Spencer, Wood and Benson",Discover,Tablet,0,EdoMex,Electrónica,0,12
2833,2025-01-27 16:27:00,12.61,Williams Inc,Discover,Desktop,0,Tamaulipas,Turismo,0,32
2834,2025-01-18 01:37:00,34.09,Martinez-Vance,Discover,Mobile,0,EdoMex,Retail,0,37
2835,2025-01-22 07:48:00,50.72,Orr-Morris,Visa,Desktop,0,Nuevo León,Servicios,0,31
2836,2025-01-20 04:48:00,251.99,Hoover Group,Amex,Mobile,0,Veracruz,Supermercado,0,43
2837,2025-01-21 23:23:00,499.9,"Roman, Nguyen and Richards",MasterCard,Mobile,0,Nuevo León,Restaurante,0,42
2838,2025-01-25 11:25:00,4.6,"Coleman, Williams and Snyder",Amex,Mobile,0,Sonora,Supermercado,0,41
2839,2025-01-23 02:31:00,143.13,Keith-Cooley,Discover,Desktop,0,Baja California,Electrónica,0,43
2840,2025-02-02 06:50:00,46.48,"Conway, Rose and Fuentes",MasterCard,Tablet,0,Tamaulipas,Entretenimiento,0,29
2841,2025-01-31 17:51:00,49.83,Stone PLC,MasterCard,Mobile,0,Jalisco,Retail,0,42
2842,2025-02-02 11:11:00,140.35,"Rodriguez, Chang and Hopkins",Discover,Mobile,0,Nuevo León,Retail,0,12
2843,2025-01-10 16:28:00,250.62,Castillo-Ruiz,Amex,Mobile,0,Guanajuato,Turismo,0,4
2844,2025-01-11 22:00:00,301.45,"Martinez, Jordan and Crawford",Discover,Tablet,0,Baja California,Entretenimiento,0,44
2845,2025-02-02 05:50:00,86.07,Lee Ltd,Amex,Desktop,0,Baja California,Supermercado,0,8
2846,2025-01-30 19:35:00,44.18,Wheeler PLC,MasterCard,Desktop,0,Nuevo León,Servicios,0,46
2847,2025-01-09 23:45:00,154.9,"Nichols, Sanchez and Garza",MasterCard,Desktop,0,EdoMex,Servicios,0,42
2848,2025-01-10 15:35:00,28.9,Kelly-Cooper,Discover,Desktop,0,Tamaulipas,Supermercado,0,42
2849,2025-01-16 12:21:00,83.03,Eaton and Sons,MasterCard,Mobile,0,CDMX,Turismo,0,8
2850,2025-01-11 23:58:00,44.41,Burton and Sons,Visa,Tablet,0,Tamaulipas,Turismo,0,36
2851,2025-01-12 18:00:00,106.89,"Burke, Perkins and Martinez",MasterCard,Mobile,0,Jalisco,Turismo,0,39
2852,2025-01-14 02:52:00,27.5,Patterson-Romero,Visa,Tablet,0,Sonora,Electrónica,0,35
2853,2025-01-19 12:44:00,21.27,Nelson LLC,MasterCard,Desktop,0,Chihuahua,Retail,0,9
2854,2025-01-31 17:21:00,250.4,"Martinez, Yoder and Burton",Discover,Tablet,0,EdoMex,Entretenimiento,0,50
2855,2025-01-22 23:23:00,10.74,Morales Inc,Discover,Mobile,0,Nuevo León,Supermercado,0,15
2856,2025-01-23 07:30:00,70.51,Mcintyre PLC,Visa,Mobile,0,Nuevo León,Retail,0,33
2857,2025-01-11 11:59:00,24.96,Anderson Inc,Discover,Desktop,0,Chihuahua,Retail,0,12
2858,2025-01-02 15:54:00,3.97,Harris Group,MasterCard,Mobile,0,Tamaulipas,Supermercado,0,6
2859,2025-01-02 02:14:00,3.67,Hanson-Hall,MasterCard,Mobile,0,CDMX,Entretenimiento,0,43
2860,2025-01-25 19:08:00,19.26,"Ross, Williams and Ryan",Discover,Tablet,0,Baja California,Restaurante,0,17
2861,2025-02-04 08:47:00,201.57,Phillips Inc,MasterCard,Mobile,0,EdoMex,Supermercado,0,8
2862,2025-01-15 21:24:00,33.2,Ashley-Brown,Amex,Desktop,0,Puebla,Entretenimiento,0,23
2863,2025-01-08 10:26:00,300.5,Sparks-White,Amex,Desktop,0,Chihuahua,Retail,0,24
2864,2025-01-01 00:00:00,87.14,"Flores, Gibbs and Calhoun",MasterCard,Mobile,0,Nuevo León,Supermercado,0,22
2865,2025-01-03 21:37:00,57.38,"Chung, Rodgers and Smith",Discover,Desktop,0,Coahuila,Restaurante,0,4
2866,2025-01-02 09:18:00,86.77,Williams-Flowers,Visa,Tablet,0,Sonora,Entretenimiento,0,2
2867,2025-01-24 13:03:00,72.71,Meyers-Reynolds,Discover,Tablet,0,Baja California,Supermercado,0,37
2868,2025-01-26 14:59:00,142.2,Pearson PLC,Visa,Mobile,0,Sonora,Supermercado,0,1
2869,2025-01-21 06:40:00,33.2,"Vaughn, Carlson and Pitts",Discover,Mobile,0,Tamaulipas,Servicios,0,16
2870,2025-01-10 04:45:00,43.55,"Robertson, Ross and Holt",MasterCard,Tablet,0,Guanajuato,Entretenimiento,0,16
2871,2025-02-02 04:06:00,224.52,Galloway-Woods,Amex,Desktop,0,Veracruz,Electrónica,0,12
2872,2025-02-02 17:34:00,292.73,Silva LLC,Discover,Mobile,0,Michoacán,Supermercado,0,2
2873,2025-01-16 18:39:00,223.08,Hamilton LLC,Visa,Mobile,0,Veracruz,Supermercado,0,15
2874,2025-01-05 10:49:00,54.38,"Martin, Harvey and Williamson",Amex,Desktop,0,Puebla,Turismo,0,10
2875,2025-01-22 15:20:00,151.58,Davis Inc,Visa,Mobile,0,Nuevo León,Electrónica,0,38
2876,2025-01-23 18:00:00,64.69,"Lane, Elliott and Grant",MasterCard,Desktop,0,Puebla,Entretenimiento,0,35
2877,2025-01-15 08:15:00,68.82,Ware-Tucker,Amex,Desktop,0,Jalisco,Retail,0,7
2878,2025-01-18 08:19:00,22.9,Gonzalez-Ballard,Visa,Desktop,0,Michoacán,Entretenimiento,0,44
2879,2025-01-19 15:33:00,89.44,Brown Group,Discover,Desktop,0,Baja California,Entretenimiento,0,48
2880,2025-01-22 03:26:00,20.6,Stevenson-Gonzalez,MasterCard,Desktop,0,Sonora,Servicios,0,18
2881,2025-01-01 03:54:00,40.28,"Lopez, Lucas and Mclaughlin",MasterCard,Tablet,0,Tamaulipas,Servicios,0,14
2882,2025-02-01 10:34:00,193.12,Bishop-Allen,MasterCard,Desktop,0,Chihuahua,Turismo,0,33
2883,2025-01-21 22:59:00,23.2,Turner-Brown,Discover,Tablet,0,CDMX,Entretenimiento,0,26
2884,2025-01-08 09:59:00,7.38,Williams-Alvarado,Discover,Desktop,0,Baja California,Turismo,0,26
2885,2025-01-24 07:56:00,7.15,Shepherd Group,Amex,Mobile,0,Nuevo León,Supermercado,0,27
2886,2025-02-02 09:57:00,282.66,Blanchard and Sons,Discover,Tablet,0,Puebla,Entretenimiento,0,41
2887,2025-01-10 10:03:00,70.71,Navarro Group,Amex,Mobile,0,Jalisco,Restaurante,0,35
2888,2025-01-17 15:35:00,52.66,Lee-Carpenter,MasterCard,Desktop,0,Coahuila,Turismo,0,21
2889,2025-01-11 13:17:00,166.54,"Small, Pierce and Hernandez",Amex,Desktop,0,Michoacán,Servicios,0,7
2890,2025-01-27 18:49:00,180.68,Murphy LLC,Visa,Mobile,0,Guanajuato,Retail,0,35
2891,2025-01-17 19:37:00,40.38,Ramirez Ltd,MasterCard,Desktop,0,Tamaulipas,Servicios,0,31
2892,2025-01-24 08:30:00,118.29,Brown-Fisher,MasterCard,Mobile,0,Tamaulipas,Entretenimiento,0,5
2893,2025-02-02 07:03:00,147.46,Wilkinson-Miller,Amex,Desktop,0,Chihuahua,Servicios,0,22
2894,2025-01-14 16:27:00,106.32,Morse PLC,MasterCard,Desktop,0,Puebla,Retail,0,50
2895,2025-01-11 14:15:00,16.44,"Watson, Larson and Young",Discover,Tablet,0,Michoacán,Entretenimiento,0,19
2896,2025-01-21 23:19:00,208.65,Mendoza Inc,Visa,Mobile,0,EdoMex,Restaurante,0,24
2897,2025-02-01 22:08:00,77.46,Fleming Group,Amex,Desktop,0,Michoacán,Turismo,0,22
2898,2025-01-11 12:31:00,33.19,Gonzalez-Allen,Amex,Mobile,0,Puebla,Restaurante,0,21
2899,2025-01-18 07:22:00,55.38,"Clark, Peterson and Schmitt",MasterCard,Tablet,0,Sonora,Turismo,0,48
2900,2025-01-16 04:05:00,3.83,"Cohen, Gilmore and Abbott",Discover,Mobile,0,Chihuahua,Servicios,0,43
2901,2025-02-03 02:35:00,13.68,Franklin-Armstrong,MasterCard,Tablet,0,EdoMex,Electrónica,0,44
2902,2025-01-01 19:24:00,145.05,Osborne Group,MasterCard,Mobile,0,Guanajuato,Restaurante,0,7
2903,2025-01-18 08:42:00,0,Lopez Ltd,Amex,Mobile,0,Guanajuato,Restaurante,0,26
2904,2025-01-24 12:48:00,53.88,"Greer, Hunt and Jenkins",MasterCard,Tablet,0,Puebla,Entretenimiento,0,14
2905,2025-01-15 17:52:00,73.92,Chapman and Sons,Visa,Desktop,0,Baja California,Restaurante,0,47
2906,2025-01-19 15:15:00,5.62,Andrews-Wilson,MasterCard,Desktop,0,Sonora,Turismo,0,7
2907,2025-01-27 17:36:00,361.48,"Sanders, Thompson and Jenkins",MasterCard,Desktop,0,Puebla,Retail,0,30
2908,2025-01-26 16:37:00,25.63,Sanchez Ltd,Amex,Mobile,0,EdoMex,Servicios,0,42
2909,2025-01-29 00:03:00,36.27,"Dixon, Armstrong and Young",MasterCard,Mobile,0,Coahuila,Entretenimiento,0,28
2910,2025-01-09 16:03:00,36.23,"Moore, Wells and Williams",Discover,Desktop,0,Nuevo León,Retail,0,1
2911,2025-01-27 01:30:00,26.19,Holmes Inc,Amex,Mobile,0,Coahuila,Electrónica,0,32
2912,2025-01-20 21:57:00,0.15,Cruz Group,MasterCard,Mobile,0,Sonora,Electrónica,0,15
2913,2025-01-07 03:08:00,130.69,Rios and Sons,Visa,Desktop,0,Tamaulipas,Servicios,0,25
2914,2025-01-01 02:16:00,340.66,Weeks and Sons,Visa,Tablet,0,EdoMex,Turismo,0,36
2915,2025-01-30 07:06:00,25.4,Marshall Inc,Amex,Mobile,0,Chihuahua,Restaurante,0,17
2916,2025-01-06 01:00:00,108.78,Chen-Allen,Amex,Mobile,0,Michoacán,Supermercado,0,1
2917,2025-01-28 02:54:00,135.44,Acevedo-Jones,MasterCard,Mobile,0,CDMX,Electrónica,0,5
2918,2025-01-25 07:04:00,188.67,Gomez-Crawford,Discover,Mobile,0,Baja California,Servicios,0,24
2919,2025-01-08 18:51:00,54.93,"Perez, Park and Moore",MasterCard,Tablet,0,Chihuahua,Electrónica,0,42
2920,2025-01-24 02:44:00,36.09,Nelson-Rhodes,Visa,Desktop,0,Puebla,Entretenimiento,0,32
2921,2025-01-21 09:15:00,39.35,"Mitchell, Garrett and Alexander",Discover,Mobile,0,Guanajuato,Servicios,0,35
2922,2025-01-19 17:03:00,124.7,Snyder Group,Discover,Desktop,0,Nuevo León,Electrónica,0,31
2923,2025-01-13 10:25:00,169.71,Gonzalez LLC,Discover,Mobile,1,Sonora,Servicios,0,23
2924,2025-02-03 00:38:00,20.04,Baker Group,MasterCard,Tablet,0,Guanajuato,Electrónica,0,44
2925,2025-01-19 00:23:00,46.35,"Morgan, Wallace and Porter",Visa,Desktop,0,Tamaulipas,Servicios,0,13
2926,2025-01-20 07:32:00,232.22,"Morris, Moreno and Andrews",Amex,Tablet,0,Baja California,Electrónica,0,2
2927,2025-01-14 17:13:00,164.35,Bates-Cardenas,MasterCard,Mobile,0,EdoMex,Electrónica,0,6
2928,2025-01-14 19:43:00,419.03,Turner Ltd,Amex,Tablet,0,Tamaulipas,Restaurante,0,7
2929,2025-01-11 13:17:00,140.34,Davis-Wilson,Discover,Tablet,0,CDMX,Servicios,0,28
2930,2025-01-09 02:00:00,49.95,Rasmussen Ltd,Discover,Mobile,0,EdoMex,Electrónica,0,14
2931,2025-01-08 23:02:00,89.32,Vargas Group,MasterCard,Mobile,0,Baja California,Electrónica,0,19
2932,2025-01-08 20:29:00,108.18,Gray-Knight,Visa,Desktop,0,Guanajuato,Turismo,0,25
2933,2025-01-29 09:58:00,8.17,Brown-Garcia,Discover,Mobile,0,Coahuila,Retail,0,23
2934,2025-01-25 20:12:00,78.64,"Flores, Mejia and Garza",Amex,Desktop,0,EdoMex,Retail,0,20
2935,2025-01-30 09:31:00,123.55,Blevins Group,Amex,Tablet,0,Sonora,Restaurante,0,21
2936,2025-01-10 09:22:00,18.31,Williamson PLC,MasterCard,Tablet,0,Nuevo León,Electrónica,0,34
2937,2025-01-01 05:09:00,151.7,Green-Allen,Amex,Desktop,0,Coahuila,Electrónica,0,16
2938,2025-02-02 00:15:00,87.65,Vincent-Davis,Visa,Mobile,0,Coahuila,Supermercado,0,21
2939,2025-01-25 22:37:00,304.12,Smith-Jordan,Discover,Mobile,0,Baja California,Entretenimiento,0,38
2940,2025-01-16 06:16:00,4.33,Mercado-Osborne,Amex,Tablet,0,Tamaulipas,Servicios,0,28
2941,2025-01-02 14:04:00,30.83,Ali-Moore,Amex,Desktop,0,Jalisco,Retail,0,9
2942,2025-02-04 19:59:00,92.02,"Harris, Fox and Hicks",Discover,Tablet,0,Chihuahua,Servicios,0,13
2943,2025-01-05 21:23:00,35.18,"Williams, Strickland and Maxwell",MasterCard,Tablet,0,Veracruz,Electrónica,0,43
2944,2025-01-25 16:52:00,125.32,Price-Mclaughlin,Amex,Mobile,0,Coahuila,Electrónica,0,41
2945,2025-01-01 18:40:00,142.3,Brown-Bass,MasterCard,Desktop,0,EdoMex,Restaurante,0,29
2946,2025-02-02 05:14:00,10.82,Smith LLC,MasterCard,Tablet,0,Guanajuato,Electrónica,0,34
2947,2025-01-30 10:27:00,72.12,"Prince, Williams and Thomas",Amex,Mobile,0,Tamaulipas,Supermercado,0,43
2948,2025-01-30 01:12:00,71.11,Walker-Snow,Visa,Tablet,0,Veracruz,Supermercado,0,43
2949,2025-01-01 10:25:00,46.09,Williams-Moore,MasterCard,Tablet,0,Veracruz,Servicios,0,6
2950,2025-01-13 04:28:00,270.19,Davis LLC,Amex,Mobile,0,Sonora,Servicios,0,44
2951,2025-01-09 23:08:00,175.74,Fernandez-Glass,MasterCard,Mobile,0,Baja California,Turismo,0,18
2952,2025-01-21 18:36:00,119.47,Kim-Evans,Discover,Desktop,0,CDMX,Turismo,0,39
2953,2025-01-01 01:00:00,125.29,Brown Group,Visa,Tablet,0,Baja California,Supermercado,0,39
2954,2025-01-14 11:43:00,61.94,Haney Ltd,Visa,Desktop,0,EdoMex,Restaurante,0,2
2955,2025-01-04 19:17:00,253.82,"Anderson, Watson and Adams",Discover,Mobile,0,CDMX,Electrónica,0,20
2956,2025-01-28 05:56:00,118.61,Stone Inc,Discover,Mobile,0,CDMX,Servicios,0,21
2957,2025-01-28 17:15:00,130.56,"Adams, Williams and Williams",MasterCard,Tablet,0,Jalisco,Servicios,0,3
2958,2025-01-16 03:47:00,197.83,"Owens, Hernandez and Garcia",Discover,Desktop,0,Michoacán,Servicios,0,47
2959,2025-01-19 00:28:00,32.03,"Johnson, Campbell and Hanna",Visa,Desktop,0,EdoMex,Servicios,0,28
2960,2025-01-03 10:38:00,164.54,Sweeney Group,Discover,Tablet,0,Michoacán,Electrónica,0,36
2961,2025-01-03 00:16:00,21.72,Robinson-Navarro,Amex,Tablet,0,Chihuahua,Electrónica,0,44
2962,2025-01-01 09:49:00,42.36,Jones-Cantrell,Amex,Desktop,0,Baja California,Electrónica,0,44
2963,2025-01-08 03:37:00,40.89,Morgan-Butler,MasterCard,Mobile,0,Sonora,Turismo,0,41
2964,2025-02-03 20:46:00,384.09,Daniel Inc,Visa,Mobile,0,Jalisco,Entretenimiento,0,47
2965,2025-02-03 13:35:00,194.17,Smith-Newman,Amex,Tablet,0,Michoacán,Supermercado,0,25
2966,2025-01-17 11:17:00,120.79,Shaffer Inc,Discover,Desktop,0,Jalisco,Supermercado,0,43
2967,2025-01-19 11:27:00,129.85,Jones PLC,Amex,Desktop,0,Guanajuato,Restaurante,0,26
2968,2025-01-19 08:10:00,82.57,Hunt LLC,Amex,Desktop,0,Veracruz,Electrónica,0,6
2969,2025-01-30 04:01:00,293.92,"Lynch, Smith and Thompson",MasterCard,Mobile,0,Jalisco,Turismo,0,12
2970,2025-01-17 10:16:00,68.57,Kent Ltd,Discover,Mobile,0,Tamaulipas,Supermercado,0,40
2971,2025-01-08 12:47:00,47.89,Snyder PLC,Discover,Desktop,0,Puebla,Entretenimiento,0,29
2972,2025-01-17 15:03:00,17.8,Hernandez Group,Discover,Desktop,1,Michoacán,Electrónica,0,12
2973,2025-01-07 01:39:00,154.27,Nelson-George,MasterCard,Tablet,0,Jalisco,Entretenimiento,0,35
2974,2025-01-06 19:23:00,132.59,Anderson-Johnson,Discover,Tablet,0,Michoacán,Entretenimiento,0,35
2975,2025-01-01 23:16:00,48.51,"Lambert, Lam and Jackson",Discover,Desktop,0,Nuevo León,Electrónica,0,35
2976,2025-01-31 03:51:00,2.55,Lloyd Group,Amex,Desktop,0,Coahuila,Restaurante,0,11
2977,2025-01-15 10:54:00,182.63,"Daniels, Munoz and May",Amex,Mobile,0,Tamaulipas,Servicios,0,3
2978,2025-01-23 13:43:00,1.15,"Harris, Collins and Jordan",Discover,Desktop,0,Veracruz,Retail,0,33
2979,2025-01-16 08:29:00,121.64,Sullivan PLC,Visa,Tablet,0,Nuevo León,Servicios,0,41
2980,2025-01-08 05:10:00,351.52,Suarez-Ferguson,Visa,Mobile,0,CDMX,Electrónica,0,20
2981,2025-01-08 11:16:00,57.57,Gonzalez and Sons,Discover,Tablet,0,EdoMex,Restaurante,0,4
2982,2025-01-09 05:08:00,26.78,Ellison and Sons,Visa,Tablet,0,Veracruz,Electrónica,0,32
2983,2025-01-04 03:49:00,122.03,Miller-Singleton,MasterCard,Mobile,0,CDMX,Supermercado,0,11
2984,2025-01-22 20:33:00,169.9,"Cox, Gibbs and Rivera",Amex,Tablet,0,Jalisco,Retail,0,15
2985,2025-02-04 13:39:00,79.06,Randall-Spencer,MasterCard,Desktop,0,Michoacán,Supermercado,0,23
2986,2025-02-02 19:20:00,341.23,Mcdowell-Brown,Amex,Tablet,0,Guanajuato,Restaurante,0,48
2987,2025-02-01 11:16:00,5.31,Goodman and Sons,Visa,Mobile,0,Guanajuato,Retail,0,25
2988,2025-01-23 09:37:00,70.28,Dunn and Sons,Visa,Mobile,0,Coahuila,Supermercado,0,43
2989,2025-01-26 06:55:00,126.75,Brown-Smith,Discover,Mobile,0,Coahuila,Supermercado,0,34
2990,2025-01-24 21:24:00,198.52,Brooks-Blackwell,Visa,Tablet,0,Chihuahua,Retail,0,21
2991,2025-01-25 01:53:00,19.75,"Sanders, Braun and Myers",Visa,Desktop,0,Puebla,Entretenimiento,0,45
2992,2025-01-04 01:01:00,160.95,Wells-Martinez,Discover,Mobile,0,Puebla,Supermercado,0,29
2993,2025-01-12 19:09:00,80.45,Vincent-Brooks,Discover,Desktop,0,Nuevo León,Turismo,0,34
2994,2025-01-12 03:45:00,50.51,Thompson LLC,Amex,Mobile,0,Puebla,Retail,0,5
2995,2025-02-04 03:54:00,14.12,Torres-Juarez,Visa,Desktop,0,Jalisco,Turismo,0,16
2996,2025-01-04 18:40:00,200.47,"Peters, Brewer and Li",Amex,Desktop,0,Baja California,Entretenimiento,0,1
2997,2025-01-24 15:28:00,17.11,"Hernandez, Ford and Garcia",Amex,Desktop,0,Guanajuato,Retail,0,12
2998,2025-01-26 08:04:00,37.08,Navarro Ltd,MasterCard,Mobile,0,Sonora,Servicios,0,1
2999,2025-01-18 08:11:00,34.26,"Smith, Ford and Hernandez",Visa,Tablet,0,Coahuila,Entretenimiento,0,13
3000,2025-01-15 09:34:00,205.12,Taylor LLC,Visa,Tablet,0,Michoacán,Retail,0,20
3001,2025-01-28 11:37:00,111.69,Trujillo and Sons,MasterCard,Tablet,0,Sonora,Turismo,0,27
3002,2025-01-08 15:10:00,159.3,Anderson-Hanson,Amex,Desktop,0,EdoMex,Restaurante,0,46
3003,2025-01-28 08:48:00,28.83,Mendoza Inc,Visa,Mobile,0,Tamaulipas,Entretenimiento,0,45
3004,2025-01-27 15:56:00,98.05,Hudson-Raymond,Amex,Desktop,0,Jalisco,Restaurante,0,32
3005,2025-01-02 08:24:00,84.8,Gutierrez LLC,MasterCard,Mobile,0,Baja California,Restaurante,0,1
3006,2025-01-11 13:13:00,178.87,Gallegos Group,Discover,Desktop,0,EdoMex,Entretenimiento,0,28
3007,2025-01-18 12:10:00,236.54,Lam Group,Amex,Mobile,0,Jalisco,Servicios,0,45
3008,2025-01-31 18:15:00,1.22,Gordon PLC,Visa,Mobile,0,Coahuila,Supermercado,0,39
3009,2025-01-07 03:03:00,112.09,"Martinez, Robinson and Nicholson",Discover,Mobile,0,Jalisco,Turismo,0,43
3010,2025-01-29 22:59:00,5.32,Park-White,Amex,Desktop,0,Sonora,Entretenimiento,0,16
3011,2025-01-04 05:39:00,79.6,"Torres, Park and May",Amex,Tablet,0,Coahuila,Electrónica,0,23
3012,2025-01-04 22:01:00,33.92,Melendez PLC,Discover,Desktop,0,Veracruz,Servicios,0,32
3013,2025-01-20 08:05:00,36.64,Sparks LLC,Discover,Desktop,0,CDMX,Servicios,0,49
3014,2025-01-16 18:36:00,43.53,"Allen, Miller and Jordan",Discover,Mobile,0,Tamaulipas,Electrónica,0,10
3015,2025-01-01 22:24:00,97.1,Martin-Andrews,Visa,Mobile,0,CDMX,Supermercado,0,48
3016,2025-01-06 02:27:00,40.65,Chang-White,Visa,Tablet,0,Michoacán,Restaurante,0,11
3017,2025-01-23 13:08:00,131.94,Ortega and Sons,Amex,Tablet,0,Veracruz,Electrónica,0,13
3018,2025-02-03 06:08:00,51.84,"Owens, Burnett and Gomez",Amex,Mobile,0,CDMX,Entretenimiento,0,20
3019,2025-01-18 14:38:00,7.08,"Morris, Anderson and Torres",MasterCard,Tablet,0,Veracruz,Restaurante,0,47
3020,2025-01-27 10:15:00,153.14,"Acevedo, Miller and White",Visa,Tablet,0,Guanajuato,Servicios,0,5
3021,2025-02-03 06:44:00,33.65,Terry and Sons,Amex,Mobile,0,EdoMex,Retail,0,15
3022,2025-01-26 07:14:00,56.7,"Jarvis, Johnson and Peterson",Discover,Desktop,0,Guanajuato,Entretenimiento,0,46
3023,2025-01-29 04:12:00,115.66,"Murillo, Bowers and Mckenzie",Discover,Tablet,0,Tamaulipas,Electrónica,0,30
3024,2025-01-03 04:56:00,40.42,Vasquez Ltd,Visa,Mobile,0,Puebla,Turismo,0,3
3025,2025-01-05 20:08:00,5.82,"Nichols, Murphy and Ramirez",Discover,Tablet,0,EdoMex,Restaurante,0,3
3026,2025-01-24 08:02:00,46.83,Fisher-Burch,MasterCard,Tablet,0,Sonora,Entretenimiento,0,46
3027,2025-01-31 19:21:00,289.04,"Byrd, Carter and Mcmahon",Amex,Mobile,0,Puebla,Entretenimiento,0,41
3028,2025-01-07 18:45:00,102.65,Ward-Harrell,Amex,Tablet,0,Baja California,Restaurante,0,12
3029,2025-01-25 19:59:00,111.32,Gillespie-Stout,Amex,Tablet,0,CDMX,Turismo,0,40
3030,2025-01-01 18:45:00,100.04,Jensen LLC,Visa,Tablet,0,Sonora,Supermercado,0,37
3031,2025-01-30 08:19:00,22.19,Randolph PLC,Discover,Desktop,0,Veracruz,Entretenimiento,0,13
3032,2025-01-14 12:31:00,54.19,"Holmes, Sims and Jackson",MasterCard,Desktop,0,Sonora,Supermercado,0,41
3033,2025-01-11 12:30:00,139.01,"Moore, Castro and Jenkins",Visa,Tablet,0,Baja California,Supermercado,0,23
3034,2025-01-09 01:28:00,10.69,"Bates, Garcia and Rivera",Amex,Mobile,0,Michoacán,Restaurante,0,11
3035,2025-01-17 12:11:00,32.55,"Mason, Roach and Gibson",MasterCard,Tablet,0,EdoMex,Entretenimiento,0,36
3036,2025-01-05 10:36:00,32.34,Benson-Sanders,Amex,Tablet,0,Veracruz,Turismo,0,34
3037,2025-01-24 19:21:00,56.57,Hatfield-Clark,Amex,Desktop,0,Michoacán,Electrónica,0,44
3038,2025-01-13 00:02:00,393.06,Eaton Ltd,Visa,Desktop,0,Coahuila,Turismo,0,32
3039,2025-01-23 00:18:00,6.99,"Jones, Campbell and Fleming",Amex,Desktop,0,Veracruz,Restaurante,0,2
3040,2025-01-01 01:26:00,73.13,"Young, Castro and Johnson",MasterCard,Tablet,0,Coahuila,Retail,0,47
3041,2025-01-22 16:35:00,19.77,Wilkerson-Roberts,Amex,Tablet,0,Tamaulipas,Supermercado,0,17
3042,2025-02-01 04:53:00,352.94,"Odonnell, Khan and York",Discover,Mobile,0,Chihuahua,Restaurante,0,46
3043,2025-01-30 06:41:00,12.03,"Fisher, Hicks and Hartman",Amex,Tablet,0,Baja California,Entretenimiento,0,9
3044,2025-01-03 09:56:00,51.68,"White, Cameron and Donaldson",Visa,Tablet,0,Coahuila,Turismo,0,40
